Page URL,Data added,Name,URL
https://www.notion.so/b121b4da01d14fd09e8d0eed1a4a0761,"""2023-04-05T12:18:00.000Z""",Frontiers | Deep learning approaches for conformational flexibility and switching properties in protein design,"""https://www.frontiersin.org/articles/10.3389/fmolb.2022.928534/full"""
https://www.notion.so/f3060d5bf5124d40ba3df5d6cfb96179,"""2023-04-05T12:17:00.000Z""",Explore Protein Conformational Space With Variational Autoencoder,"""https://www.frontiersin.org/articles/10.3389/fmolb.2021.781635/full"""
https://www.notion.so/1ec89f1dd89d475cabfcd57b6ff1a08b,"""2023-04-05T11:55:00.000Z""","Deep Generative Modelling: A Comparative Review of VAEs, GANs, Normalizing Flows, Energy-Based and Autoregressive Models","""https://arxiv.org/pdf/2103.04922.pdf"""
https://www.notion.so/218d3bcb0ca4421f8b9f07999271c64b,"""2023-04-04T16:55:00.000Z""",Cross-protein transfer learning substantially improves zero-shot prediction of disease variant effects | bioRxiv,"""https://www.biorxiv.org/content/10.1101/2022.11.15.516532v1"""
https://www.notion.so/cb5833ec7b4b4cf6a9f879bd80681c0b,"""2023-04-03T09:06:00.000Z""",Induced fit with replica exchange improves protein complex structure prediction - PubMed,"""https://pubmed.ncbi.nlm.nih.gov/35658008/"""
https://www.notion.so/e8fa137800304e6d918bf4dc121766a6,"""2023-04-03T09:02:00.000Z""",Pre-training Protein Geometric Models via Molecular Dynamics Trajectories,"""https://github.com/smiles724/ProtMD#1"""
https://www.notion.so/5c29ece1c29a402e9cca0c7d4c8a8bd8,"""2023-04-03T08:03:00.000Z""",Hyena Hierarchy: Towards Larger Convolutional Language Models,"""https://arxiv.org/abs/2302.10866#"""
https://www.notion.so/61f5d38283504b42a07bef001647bfd8,"""2023-03-31T08:42:00.000Z""",[2302.02277] SE(3) diffusion model with application to protein backbone generation,"""https://arxiv.org/abs/2302.02277"""
https://www.notion.so/ee0a50b456904259b3dd3d51fdbf472c,"""2023-03-31T06:43:00.000Z""",De novo design of high-affinity protein binders to bioactive helical peptides,"""https://www.biorxiv.org/content/10.1101/2022.12.10.519862v4?s=09"""
https://www.notion.so/a6a7160ffeaa482bbd750de0fdd60572,"""2023-03-28T16:03:00.000Z""",[2303.05511] Scaling up GANs for Text-to-Image Synthesis,"""https://arxiv.org/abs/2303.05511"""
https://www.notion.so/6eab19358f8b40eab0c9865edd84360f,"""2023-03-28T08:40:00.000Z""",A synthetic protein-level neural network in mammalian cells | bioRxiv,"""https://www.biorxiv.org/content/10.1101/2022.07.10.499405v1"""
https://www.notion.so/f0554d69ff8142a99ff174dfc9882f3d,"""2023-03-26T11:44:00.000Z""",Effective Molecular Dynamics from Neural Network-Based Structure Prediction Models,"""https://www.biorxiv.org/content/10.1101/2022.10.17.512476v1"""
https://www.notion.so/0f01a6b73615432f99d85029d6c9894c,"""2023-03-23T07:35:00.000Z""",Accelerating Cryptic Pocket Discovery Using AlphaFold,"""https://pubs.acs.org/doi/10.1021/acs.jctc.2c01189"""
https://www.notion.so/5d75539b335f4389a54112dce22f92d5,"""2023-03-21T10:34:00.000Z""",Impact of protein conformational diversity on AlphaFold predictions | Bioinformatics | Oxford Academic,"""https://academic.oup.com/bioinformatics/article/38/10/2742/6563595?login=false"""
https://www.notion.so/1f5666c7c48a48fdadb1af1150fdecd0,"""2023-03-21T08:34:00.000Z""",GitHub - lulutang0608/Point-BERT: [CVPR 2022] Pre-Training 3D Point Cloud Transformers with Masked Point Modeling,"""https://github.com/lulutang0608/Point-BERT"""
https://www.notion.so/d6aea41a5fc94686b8f8ba5ca2483288,"""2023-03-20T18:43:00.000Z""",CoLT5: Faster Long-Range Transformers with Conditional Computation,"""https://arxiv.org/abs/2303.09752"""
https://www.notion.so/116fecfa314647c0be157449f6289a41,"""2023-03-18T07:23:00.000Z""",Broadening the scope of binding free energy calculations using a Separated Topologies approach,"""https://chemrxiv.org/engage/chemrxiv/article-details/6408d4f9cc600523a3df8c87"""
https://www.notion.so/51f371751f28438c99aae50c28bbce46,"""2023-03-15T07:22:00.000Z""",ScanNet: an interpretable geometric deep learning model for structure-based protein binding site prediction,"""https://www.nature.com/articles/s41592-022-01490-7"""
https://www.notion.so/a14b05a28aa94fe0928b41671719ea48,"""2023-03-13T12:59:00.000Z""",[2112.05682] Self-attention Does Not Need $O(n^2)$ Memory,"""https://arxiv.org/abs/2112.05682"""
https://www.notion.so/3d7e24d4c85844278dcb96af47c09202,"""2023-03-13T12:58:00.000Z""",[2302.11430] Differentiable Rotamer Sampling with Molecular Force Fields,"""https://arxiv.org/abs/2302.11430"""
https://www.notion.so/848e7ca1914d40b1a4dd40435bc9e1d7,"""2023-03-09T21:41:00.000Z""",Identifying and overcoming the sampling challenges in relative binding free energy calculations of a model protein:protein complex,"""https://www.biorxiv.org/content/10.1101/2023.03.07.530278v1?s=09"""
https://www.notion.so/1716177c1b214dd69ea40824d802edf4,"""2023-03-09T07:00:00.000Z""",Target Specific De Novo Design of Drug Candidate Molecules with Graph Transformer-based Generative Adversarial Networks,"""https://arxiv.org/abs/2302.07868"""
https://www.notion.so/01a13a58ea884baebf9abe520ef1abd0,"""2023-03-06T16:59:00.000Z""",Citations of Impact of protein conformational diversity on AlphaFold predictions – 7 – Web of Science Core Collection,"""https://www.webofscience.com/wos/woscc/summary/9bb9ebfc-ec70-4e0b-8afd-a99191c3d83e-7637d194/date-descending/1"""
https://www.notion.so/bad71195e852432c9a7ed05a25233822,"""2023-03-04T09:14:00.000Z""",Retrieved Sequence Augmentation for Protein Representation Learning,"""https://www.biorxiv.org/content/10.1101/2023.02.22.529597v2.abstract?s=09"""
https://www.notion.so/78a8359f09044b1380d36fc7eca43ce9,"""2023-03-03T23:38:00.000Z""","Modeling the Dynamics of Protein-Protein Interfaces, How and Why?","""https://www.mdpi.com/1420-3049/27/6/1841"""
https://www.notion.so/b7c7a2c3f632424496bc7c41b685f9d3,"""2023-03-03T22:52:00.000Z""",[2301.06568] Ankh: Optimized Protein Language Model Unlocks General-Purpose Modelling,"""https://arxiv.org/abs/2301.06568"""
https://www.notion.so/e9c2f3617b054f119f790a1ad8c2a39a,"""2023-03-03T21:42:00.000Z""",ProtInteract: A deep learning framework for predicting protein–protein interactions - PMC,"""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9929211/"""
https://www.notion.so/d6005a07d3964149b6bdfced0630e37b,"""2023-03-01T10:07:00.000Z""",Prediction of multiple conformational states by combining sequence clustering with AlphaFold2 | bioRxiv,"""https://www.biorxiv.org/content/10.1101/2022.10.17.512570v1"""
https://www.notion.so/29c9526763824bc8811f6ecedb0590ae,"""2023-03-01T10:04:00.000Z""",(PDF) Multi-state design of flexible proteins predicts sequences optimal for conformational change,"""https://www.researchgate.net/publication/339111659_Multi-state_design_of_flexible_proteins_predicts_sequences_optimal_for_conformational_change"""
https://www.notion.so/23d25e16bb2a4573addb5aeba0f8f195,"""2023-02-26T00:13:00.000Z""",GroScore: Accurate Scoring of Protein-Protein Binding Poses Using Explicit-Solvent Free-Energy Calculations,"""https://pubmed.ncbi.nlm.nih.gov/31790223/"""
https://www.notion.so/59cee626ba674aed85b4565b96d81b5e,"""2023-02-21T11:18:00.000Z""",Illuminating protein space with a programmable generative model,"""https://www.biorxiv.org/content/10.1101/2022.12.01.518682v1"""
https://www.notion.so/e0ca55730b17429db42536aa94df3be4,"""2023-02-20T13:37:00.000Z""","SKEMPI 2.0: an updated benchmark of changes in protein-protein binding energy, kinetics and thermodynamics upon mutation - PubMed","""https://pubmed.ncbi.nlm.nih.gov/30020414/"""
https://www.notion.so/b523fbd847a54471bd7180823ef2073b,"""2023-02-20T13:36:00.000Z""",A dynamical view of protein-protein complexes: Studies by molecular dynamics simulations - PubMed,"""https://pubmed.ncbi.nlm.nih.gov/36275619/"""
https://www.notion.so/4093f82de12a4cf8b69c9edbe7fe6342,"""2023-02-20T02:26:00.000Z""",[2211.02936] Learning the shape of protein micro-environments with a holographic convolutional neural network,"""https://ar5iv.labs.arxiv.org/html/2211.02936"""
https://www.notion.so/d55dfb48a0624c968009721dd5e29f5d,"""2023-02-20T02:09:00.000Z""",Improved prediction of protein-protein interactions using AlphaFold2 | Nature Communications,"""https://www.nature.com/articles/s41467-022-28865-w"""
https://www.notion.so/4586cb1381e94b4eab98eb346aba1136,"""2023-02-20T02:08:00.000Z""",Protein–protein interaction and non-interaction predictions using gene sequence natural vector | Communications Biology,"""https://www.nature.com/articles/s42003-022-03617-0"""
https://www.notion.so/4d9a62c2f25d49478eea9e744fe627f3,"""2023-02-20T01:57:00.000Z""",Towards a structurally resolved human protein interaction network | Nature Structural & Molecular Biology,"""https://www.nature.com/articles/s41594-022-00910-8"""
https://www.notion.so/f3c78909c49b4580a019b417e2c43689,"""2023-02-19T23:38:00.000Z""",FastFold: Reducing AlphaFold Training Time from 11 Days to 67 Hours – arXiv Vanity,"""https://www.arxiv-vanity.com/papers/2203.00854/"""
https://www.notion.so/a32d2e85e9644b508eb22c102bef0938,"""2023-02-18T18:34:00.000Z""",The Vendi Score: A Diversity Evaluation Metric for Machine Learning,"""https://arxiv.org/abs/2210.02410"""
https://www.notion.so/f9c07056c65b4e358ea2eca43e9a4cf0,"""2023-02-18T18:23:00.000Z""",Direct generation of protein conformational ensembles via machine learning,"""https://www.nature.com/articles/s41467-023-36443-x"""
https://www.notion.so/458ed471cbb442dcab73b55d1dcf4c85,"""2023-02-17T23:17:00.000Z""",Transformer models: an introduction and catalog,"""https://arxiv.org/abs/2302.07730"""
https://www.notion.so/0772162500e44023a45babbf7680e172,"""2023-02-17T23:17:00.000Z""",Transformer models: an introduction and catalog,"""https://arxiv.org/abs/2302.07730"""
https://www.notion.so/8ee210f51daa408aa83af8265c055f88,"""2023-02-17T20:30:00.000Z""",Multiple sources of bias confound functional enrichment analysis of global -omics data,"""https://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0761-7?s=09"""
https://www.notion.so/f1b94fb5d0a9409696de6ae0ccdfbd3a,"""2023-02-08T21:03:00.000Z""",NodeCoder: a graph-based machine learning platform to predict active sites of modeled protein structures,"""https://arxiv.org/abs/2302.03590"""
https://www.notion.so/f0523c934c984073ab7efc66170f3226,"""2023-02-07T18:17:00.000Z""","Viruses | Free Full-Text | SARS-CoV-2 Omicron Subvariants Balance Host Cell Membrane, Receptor, and Antibody Docking via an Overlapping Target Site","""https://www.mdpi.com/1999-4915/15/2/447"""
https://www.notion.so/4c6bb4f9347542f6bd53bc4928bdf590,"""2023-02-07T14:29:00.000Z""",Omicron BA.1 breakthrough infection drives cross-variant neutralization and memory B cell formation against conserved epitopes | Science Immunology,"""https://www.science.org/doi/full/10.1126/sciimmunol.abq2427"""
https://www.notion.so/782ba2b857c04f7ebef7ad84f306cb4f,"""2023-02-06T13:29:00.000Z""",Atlas of Transcription Factor Binding Sites from ENCODE DNase Hypersensitivity Data across 27 Tissue Types - PubMed,"""https://pubmed.ncbi.nlm.nih.gov/32814038/"""
https://www.notion.so/a040ca4f118f414c939e8343a8f9aa93,"""2023-02-04T12:52:00.000Z""",Accurate absolute free energies for ligand–protein binding based on non-equilibrium approaches | Communications Chemistry,"""https://www.nature.com/articles/s42004-021-00498-y"""
https://www.notion.so/3d5dd366853e4def9a40b33361ba01c9,"""2023-02-03T11:03:00.000Z""","Prediction of protein assemblies, the next frontier: The CASP14‐CAPRI experiment - Lensink - 2021 - Proteins: Structure, Function, and Bioinformatics - Wiley Online Library","""https://onlinelibrary.wiley.com/doi/10.1002/prot.26222"""
https://www.notion.so/aacdc7aa40364cffaf34dbbe67ec4b0e,"""2023-01-31T11:16:00.000Z""",PEER: A Comprehensive and Multi-Task Benchmark for Protein Sequence Understanding | OpenReview,"""https://openreview.net/forum?id=QgTZ56-zJou"""
https://www.notion.so/34542dc14e834107af5a1025661ab354,"""2023-01-31T11:00:00.000Z""",[2209.11755] Promptagator: Few-shot Dense Retrieval From 8 Examples,"""https://arxiv.org/abs/2209.11755"""
https://www.notion.so/5c8980f5449a487a819fd4a8a785341e,"""2023-01-30T13:06:00.000Z""",HOPMA: Boosting Protein Functional Dynamics with Colored Contact Maps | The Journal of Physical Chemistry B,"""https://pubs.acs.org/doi/10.1021/acs.jpcb.0c11633"""
https://www.notion.so/cefe9a8334924c369bfee83149e679e6,"""2023-01-30T12:28:00.000Z""",AI technology generates original proteins from scratch,"""https://phys-org.cdn.ampproject.org/c/s/phys.org/news/2023-01-ai-technology-generates-proteins.amp"""
https://www.notion.so/1d2fe25ce4444c468ce4f03fa3c23751,"""2023-01-30T09:29:00.000Z""",Calculation of Protein Folding Thermodynamics using Molecular Dynamics Simulations,"""https://www.biorxiv.org/content/10.1101/2023.01.21.525008v1"""
https://www.notion.so/f02ea2c28818406ba4fe00d7dd2473cf,"""2023-01-27T09:01:00.000Z""",BioGPT: generative pre-trained transformer for biomedical text generation and mining | Briefings in Bioinformatics | Oxford Academic,"""https://arxiv.org/pdf/2210.10341.pdf"""
https://www.notion.so/f129e09cc1e64247a3d5fc80a999a190,"""2023-01-27T08:47:00.000Z""",Force-Field-Enhanced Neural Network Interactions: from Local Equivariant Embedding to Atom-in-Molecule properties and long-range effects,"""https://arxiv.org/abs/2301.08734?s=09"""
https://www.notion.so/bf2adadec5da4253ba9846f16200656c,"""2023-01-26T18:00:00.000Z""",Systemic structural analysis of alterations reveals a common structural basis of driver mutations in cancer | NAR Cancer | Oxford Academic,"""https://academic.oup.com/narcancer/article/5/1/zcac040/6991009"""
https://www.notion.so/b16c7ee48f404aac9cef6e10bbecc5d3,"""2023-01-26T17:48:00.000Z""",Large language models generate functional protein sequences across diverse families | Nature Biotechnology,"""https://www.nature.com/articles/s41587-022-01618-2"""
https://www.notion.so/a2c481621aba411bbc1e25da8b0420dd,"""2023-01-26T16:35:00.000Z""",Dead-end elimination with perturbations (DEEPer): a provable protein design algorithm with continuous sidechain and backbone flexibility - PubMed,"""https://pubmed.ncbi.nlm.nih.gov/22821798/"""
https://www.notion.so/8e1bb2f57d3b40418d75eea39b46bcbf,"""2023-01-26T16:34:00.000Z""",Network Analysis of Molecular Dynamics Sectors in the p53 Protein - PubMed,"""https://pubmed.ncbi.nlm.nih.gov/36643471/"""
https://www.notion.so/462a26cd4fb249408984123f023faf09,"""2023-01-26T16:32:00.000Z""",Combinatorial assembly and design of enzymes | bioRxiv,"""https://www.biorxiv.org/content/10.1101/2022.09.17.508230v2"""
https://www.notion.so/07002f8704b0497c9ee83e5c67c408ff,"""2023-01-26T16:26:00.000Z""",A review of biomedical datasets relating to drug discovery: a knowledge graph perspective,"""https://academic.oup.com/bib/article-abstract/23/6/bbac404/6712301?login=false"""
https://www.notion.so/505fad9f2c024746b830bc63f9a26de3,"""2023-01-26T16:08:00.000Z""",Learning the protein language of proteome-wide protein-protein binding sites via explainable ensemble deep learning | Communications Biology,"""https://www.nature.com/articles/s42003-023-04462-5"""
https://www.notion.so/bedfa46e4e644e8aa5e57bf28dcedf95,"""2023-01-26T16:08:00.000Z""",A census of complexes formed by mitochondrial proteins,"""https://www.nature.com/articles/d41586-023-00095-0"""
https://www.notion.so/9edfb1d3f67b40a090d9f646287809ac,"""2023-01-25T08:16:00.000Z""",Towards a structurally resolved human protein interaction network,"""https://www.nature.com/articles/s41594-022-00910-8#ref-CR15"""
https://www.notion.so/c1b42d36ffa14945a0bdb9a878c23f26,"""2023-01-23T23:33:00.000Z""",Citations of PSCDB: a database for protein structural change upon ligand binding – 33 – Web of Science Core Collection,"""https://www.webofscience.com/wos/woscc/summary/d0ad5e2c-89c8-4050-871f-c0c7a95cfaa4-6bceb755/date-descending/1"""
https://www.notion.so/979ce9ce7d034323866e4f25903256e0,"""2023-01-23T23:32:00.000Z""",Exploring the different states of wild-type T-cell receptor and mutant conformational changes towards understanding the antigen recognition-Web of Science Core Collection,"""https://www.webofscience.com/wos/woscc/full-record/WOS:000506272300001"""
https://www.notion.so/8f9ca90647f64d1b89830b3275abce1d,"""2023-01-21T09:27:00.000Z""",Why do tree-based models still outperform deep learning on typical tabular data?,"""https://openreview.net/forum?id=Fp7__phQszn"""
https://www.notion.so/9bdebfb0007348bdac105f7e75dd21bb,"""2023-01-19T23:06:00.000Z""",A list of LLM ,"""https://twitter.com/cwolferesearch/status/1615826897342013443?t=uvuCJxDg7clZdgsOiunvTw&s=09"""
https://www.notion.so/8eb21095dadb4e66a7c427ce012f2634,"""2023-01-19T20:12:00.000Z""","Genome-scale metabolic reconstruction of 7,302 human microorganisms for personalized medicine","""https://www.nature.com/articles/s41587-022-01628-0#ref-CR13"""
https://www.notion.so/d5f777e2c6a243faaa208cf63d493f20,"""2023-01-19T11:41:00.000Z""",Probing the Conformational Dynamics of Affinity-Enhanced T Cell Receptor Variants upon Binding the Peptide-Bound Major Histocompatibility Complex by Hydrogen/Deuterium Exchange Mass Spectrometry | Biochemistry,"""https://pubs.acs.org/doi/full/10.1021/acs.biochem.1c00035"""
https://www.notion.so/890f222ad6544ff2a279a7ea6cdc79a1,"""2023-01-18T22:12:00.000Z""",ChatGPT is not all you need. A State of the Art Review of large Generative AI models,"""https://arxiv.org/abs/2301.04655"""
https://www.notion.so/04f2a340932d4d17b5ee274687bd1739,"""2023-01-18T22:10:00.000Z""",Ligand-tethered lipid nanoparticles for targeted RNA delivery to treat liver fibrosis,"""https://www.nature.com/articles/s41467-022-35637-z"""
https://www.notion.so/db819ef08af841a3b1d7e80e5c59eead,"""2023-01-18T22:06:00.000Z""",The next generation of evidence-based medicine,"""https://www.nature.com/articles/s41591-022-02160-z"""
https://www.notion.so/99f61adb60cb4d88b02d2e882e3161e4,"""2023-01-18T14:30:00.000Z""",Ankh: Optimized Protein Language Model Unlocks General-Purpose Modelling,"""https://arxiv.org/abs/2301.06568?s=09"""
https://www.notion.so/72139933bcd24571a9bf397d6dd61264,"""2023-01-14T19:36:00.000Z""",An Imbalance in the Force: The Need for Standardized Benchmarks for Molecular Simulation,"""https://doi.org/10.1021/acs.jcim.2c01127"""
https://www.notion.so/1c4f0e4b6beb49eeb00c3d72406f4e9d,"""2023-01-11T08:48:00.000Z""",High-Throughput Prediction of the Impact of Genetic Variability on Drug Sensitivity and Resistance Patterns for Clinically Relevant Epidermal Growth Factor Receptor Mutations from Atomistic Simulations | Journal of Chemical Information and Modeling,"""https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01344"""
https://www.notion.so/617e574279d843d681a35027532cbced,"""2023-01-09T12:29:00.000Z""",[2212.14034] Cramming: Training a Language Model on a Single GPU in One Day,"""https://arxiv.org/abs/2212.14034"""
https://www.notion.so/2b0e02422dfe4c798a17e2fab5090812,"""2023-01-09T12:18:00.000Z""",Massive Language Models Can Be Accurately Pruned in One-Shot,"""https://arxiv.org/abs/2301.00774?utm_source=substack&utm_medium=email"""
https://www.notion.so/ba314aa6866f42b8b4f9c752383f76bd,"""2023-01-03T14:22:00.000Z""",DNABERT: pre-trained Bidirectional Encoder Representations from Transformers model for DNA-language in genome | Bioinformatics | Oxford Academic,"""https://academic.oup.com/bioinformatics/article/37/15/2112/6128680?login=false"""
https://www.notion.so/a8208f45667b4534bf290cd8becc3816,"""2023-01-03T13:05:00.000Z""",A high-level programming language for generative protein design | bioRxiv,"""https://www.biorxiv.org/content/10.1101/2022.12.21.521526v1.full"""
https://www.notion.so/434a024b725b4ad3ace96536a9da3343,"""2023-01-03T13:04:00.000Z""",Accurate prediction of nucleic acid and protein-nucleic acid complexes using RoseTTAFoldNA | bioRxiv,"""https://www.biorxiv.org/content/10.1101/2022.09.09.507333v1"""
https://www.notion.so/e8833fcf5bef484d985c18566a9ee321,"""2023-01-03T12:55:00.000Z""",[2209.12466] Learned Force Fields Are Ready For Ground State Catalyst Discovery,"""https://arxiv.org/abs/2209.12466"""
https://www.notion.so/f376818bc460405cbe412657dbcd5c49,"""2023-01-03T09:59:00.000Z""",[2209.15611] Protein structure generation via folding diffusion,"""https://arxiv.org/abs/2209.15611"""
https://www.notion.so/dc60509e01354c3eb3e6318df20b20e2,"""2023-01-03T09:56:00.000Z""",Diffusion probabilistic modeling of protein backbones in 3D for the motif-scaffolding problem,"""https://ar5iv.labs.arxiv.org/html/2206.04119"""
https://www.notion.so/32ff26bc874e4caea67a69b782efb01f,"""2022-12-30T07:18:00.000Z""",Efficient neural codes naturally emerge through gradient descent learning | Nature Communications,"""https://www.nature.com/articles/s41467-022-35659-7"""
https://www.notion.so/3f4f2d2d78dd4f0f92fda21c9ad447fe,"""2022-12-29T19:55:00.000Z""",Relative Binding Free Energy Calculations in Drug Discovery: Recent Advances and Practical Considerations,"""https://pubs.acs.org/doi/10.1021/acs.jcim.7b00564"""
https://www.notion.so/a9f0d862cee248c1b9dd5e4352032de5,"""2022-12-28T11:41:00.000Z""",Magnet for the Needle in Haystack: “Crystal Structure First” Fragment Hits Unlock Active Chemical Matter Using Targeted Exploration of Vast Chemical Spaces,"""https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00813"""
https://www.notion.so/51b76896cd9f40da9c6fedf3f819676d,"""2022-12-27T20:11:00.000Z""",Human loss-of-function variants in the serotonin 2C receptor associated with obesity and maladaptive behavior,"""https://www.nature.com/articles/s41591-022-02106-5"""
https://www.notion.so/3019f3429fd846aba82be4f98001f764,"""2022-12-26T22:24:00.000Z""",Single-sequence protein structure prediction using supervised transformer protein language models | Nature Computational Science,"""https://www.nature.com/articles/s43588-022-00373-3"""
https://www.notion.so/f4dd79b092c949d89837e1c77ab8d3be,"""2022-12-25T22:44:00.000Z""",The nature of ligand efficiency,"""https://doi.org/10.1186/s13321-019-0330-2"""
https://www.notion.so/cb8e2c5327e64a7e817df05da872142a,"""2022-12-25T11:46:00.000Z""",[2209.12537] Recent advances in computational methods for studying ligand binding kinetics,"""https://arxiv.org/abs/2209.12537?s=09"""
https://www.notion.so/c153a7e60814487a9e8e54239dcbaa3a,"""2022-12-25T11:24:00.000Z""",Simulate Time-integrated Coarse-grained Molecular Dynamics with Geometric Machine Learning,"""https://arxiv.org/abs/2204.10348"""
https://www.notion.so/9081bac787c145ba8b0016c36c2a8f51,"""2022-12-20T21:17:00.000Z""",Machine Learning Coarse-Grained Potentials of Protein Thermodynamics,"""https://arxiv.org/abs/2212.07492?s=09"""
https://www.notion.so/0622e4da8a904bb2afdd3788ea8b21d1,"""2022-12-13T15:32:00.000Z""",DrugnomeAI,"""https://www.nature.com/articles/s42003-022-04245-4#Sec13"""
https://www.notion.so/4f9346624c42405ba7e2d1c15703f81e,"""2022-12-13T10:22:00.000Z""",Scaffolding protein functional sites using deep learning,"""https://www.science.org/doi/10.1126/science.abn2100"""
https://www.notion.so/7dcc9a302dc64235b3c521a90283cf96,"""2022-12-13T00:10:00.000Z""",Impact of the Human Cell Atlas on medicine,"""https://www.nature.com/articles/s41591-022-02104-7"""
https://www.notion.so/26e1ee8038324b2abe7987bb42a6d016,"""2022-12-12T13:27:00.000Z""",Coevolution-guided mapping of the Type VI secretion membrane complex-baseplate interface,"""https://www.sciencedirect.com/science/article/abs/pii/S0022283622005447?s=09"""
https://www.notion.so/4cef0a2fa9cf49c1a174151b827a998e,"""2022-12-08T14:54:00.000Z""",Evolution-inspired augmentations improve deep learning for regulatory genomics | bioRxiv,"""https://www.biorxiv.org/content/10.1101/2022.11.03.515117v1"""
https://www.notion.so/11c5fd8cd1fe467b845c7aae2889b9f3,"""2022-12-08T07:14:00.000Z""",Computed structures of core eukaryotic protein complexes,"""https://www.science.org/doi/10.1126/science.abm4805"""
https://www.notion.so/210dfa0ee3084451b9c68ad31875ba44,"""2022-12-01T08:49:00.000Z""",State-of-the-Art Estimation of Protein Model Accuracy Using AlphaFold,"""https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.129.238101#fulltext"""
https://www.notion.so/271b2ff7cb3f4430bacfa7c203193400,"""2022-11-29T10:01:00.000Z""",A dynamical view of protein-protein complexes: Studies by molecular dynamics simulations,"""https://www.frontiersin.org/articles/10.3389/fmolb.2022.970109/full#.Yz5tnHmkJG0.twitter"""
https://www.notion.so/1de48c032c544197a67dc1fd8a577db2,"""2022-11-28T13:26:00.000Z""",Genetic and Metabolic Engineering of Methanococcus spp.Author links open overlay panel,"""https://www.sciencedirect.com/science/article/pii/S2590262822000478?s=09"""
https://www.notion.so/1353e60a19eb4ca7a622e98b0efa1e17,"""2022-11-27T16:09:00.000Z""",Platform for drug design ,"""https://phys-org.cdn.ampproject.org/c/s/phys.org/news/2022-11-ai-drugs.amp"""
https://www.notion.so/98f3a9e0c0f84f3db669653fbb6b63a5,"""2022-11-25T12:42:00.000Z""",An agnostic analysis of the human AlphaFold2 proteome using local protein conformations,"""https://www.linkedin.com/posts/alexandre-de-brevern-37b7385_alphafold2-alphafold-deeplearning-activity-7001882760277557249-3JTy?utm_source=share&utm_medium=member_android"""
https://www.notion.so/ded946894021428bb60ea75316c4540d,"""2022-11-24T23:46:00.000Z""",Protein–protein interaction prediction with deep learning: A comprehensive review,"""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9520216/#!po=35.9929"""
https://www.notion.so/c2566408535c427396dae15766953be9,"""2022-11-24T23:04:00.000Z""",Negative protein-protein interaction datasets derived from large-scale two-hybrid experiments ,"""https://pubmed.ncbi.nlm.nih.gov/22884951/"""
https://www.notion.so/5241a05fee014319ab42b6d0124e3ede,"""2022-11-24T23:03:00.000Z""",Non-interacting proteins may resemble interacting proteins: prevalence and implications,"""https://pubmed.ncbi.nlm.nih.gov/28084410/"""
https://www.notion.so/3b1e5642a5294affbe045abce1e863ff,"""2022-11-24T22:57:00.000Z""",MYC protein interactors in gene transcription and cancer,"""https://www.nature.com/articles/s41568-021-00367-9"""
https://www.notion.so/d0829e284041481ebf3e1b50531384df,"""2022-11-24T17:26:00.000Z""",graphDelta: MPNN Scoring Function for the Affinity Prediction of Protein–Ligand Complexes | ACS Omega,"""https://pubs.acs.org/doi/full/10.1021/acsomega.9b04162"""
https://www.notion.so/29f65bcc85bf41ac81fdb16512250743,"""2022-11-24T09:51:00.000Z""",Few-Shot Parameter-Efficient Fine-Tuning is Better and Cheaper than In-Context Learning | DeepAI,"""https://deepai.org/publication/few-shot-parameter-efficient-fine-tuning-is-better-and-cheaper-than-in-context-learning"""
https://www.notion.so/12c00f3eb46a4178bce309ee729b0fd0,"""2022-11-23T16:47:00.000Z""",OpenFold: Retraining AlphaFold2 yields new insights into its learning mechanisms and capacity for generalization | bioRxiv,"""https://www.biorxiv.org/content/10.1101/2022.11.20.517210v1"""
https://www.notion.so/b0df87efce0d408786007f2517744350,"""2022-11-23T16:46:00.000Z""",AlphaFold predictions: great hypotheses but no match for experiment | bioRxiv,"""https://www.biorxiv.org/content/10.1101/2022.11.21.517405v1"""
https://www.notion.so/2e76143bf0c84f699afe7dfcb63090de,"""2022-11-23T16:45:00.000Z""",A context-aware deconfounding autoencoder for robust prediction of personalized clinical drug response from cell-line compound screening | Nature Machine Intelligence,"""https://www.nature.com/articles/s42256-022-00541-0"""
https://www.notion.so/f85eccb6a09746809cb0e984f529e1c9,"""2022-11-23T14:07:00.000Z""",A sequence-based global map of regulatory activity for deciphering human genetics | Nature Genetics,"""https://www.nature.com/articles/s41588-022-01102-2#data-availability"""
https://www.notion.so/27d9d33ca577442299c58f97eb04bbbb,"""2022-11-23T00:13:00.000Z""",Binding site comparison - current benchmark issues,"""https://pschmidtke.github.io/blog/binding%20site/pocket/cavity/pocket%20comparison/structure-based%20drug%20design/2022/11/07/binding-site-comparison-benchmark.html"""
https://www.notion.so/4c77b4278e494e7d892214f789163541,"""2022-11-22T23:42:00.000Z""",Training Compute-Optimal Large Language Models,"""https://arxiv.org/abs/2203.15556"""
